,tcompound,tdate,tneg,tneu,tpos,tsource,ttext
351,0.0,Sat Jul 21 04:46:03 +0000 2018,0.0,1.0,0.0,CNN,"The sinking of a duck boat near Branson, Missouri, took the lives of 17 people, including nine members of one famil… https://t.co/jcHpvQKWTq"
352,0.0,Sat Jul 21 04:31:00 +0000 2018,0.0,1.0,0.0,CNN,The CEO of a moving company gave his own personal SUV to an employee when he found out the young man walked 20 mile… https://t.co/5esMaoaxse
353,-0.0772,Sat Jul 21 04:16:04 +0000 2018,0.172,0.669,0.159,CNN,"This 11 year old was bullied for her skin color. Now, she owns a successful clothing line https://t.co/wIRQvSGvhB https://t.co/CJi7xFEtvP"
354,0.5413,Sat Jul 21 04:01:01 +0000 2018,0.0,0.696,0.304,CNN,16 of the world’s most relaxing places https://t.co/EIujnNIqSY https://t.co/MDn2O71CDL
355,-0.34,Sat Jul 21 03:46:03 +0000 2018,0.156,0.844,0.0,CNN,Cohen's recording of Trump is a warning sign | By Caroline Polisi via @CNNOpinion https://t.co/h1NX60iEkz https://t.co/nB85dbJbFS
356,0.4215,Sat Jul 21 03:31:02 +0000 2018,0.0,0.877,0.123,CNN,The goal of China's influence operations around the world is to replace the United States as the world's leading su… https://t.co/H3IcKPR92z
357,-0.3612,Sat Jul 21 03:16:02 +0000 2018,0.172,0.828,0.0,CNN,A second Trump-Putin meeting would be careless | By Frida Ghitis via @CNNOpinion https://t.co/lHxeepxdjd https://t.co/vWC9LFGoL1
358,0.4019,Sat Jul 21 03:10:01 +0000 2018,0.122,0.608,0.271,CNN,"From Joan Rivers to Wanda Sykes, these hilarious comedians pull no punches. https://t.co/qcB8VuLJk6 https://t.co/VC0V5hGd8m"
359,-0.6697,Sat Jul 21 03:00:56 +0000 2018,0.193,0.807,0.0,CNN,"RT @AC360: Did the accused Russian spy use sex as a means to manipulate her alleged targets? 

""I frankly find it kind of offensive just be…"
360,0.4939,Sat Jul 21 18:15:00 +0000 2018,0.0,0.789,0.211,Fox News,"On ""Cavuto Live,"" @RepMcCaul praised the men and women of @ICEgov. https://t.co/VbfJPHhBTN https://t.co/PLbBKtknK7"
361,-0.3612,Sat Jul 21 18:12:19 +0000 2018,0.246,0.599,0.156,Fox News,Comedian Michelle Wolf Compares @ICEgov to ISIS Terrorists in Netflix Skit https://t.co/XqIJaFxra1
362,0.4019,Sat Jul 21 18:10:51 +0000 2018,0.0,0.787,0.213,Fox News,Socialists working from within to push Democratic Party further left https://t.co/5yPDjUpjIi
363,0.0,Sat Jul 21 17:48:00 +0000 2018,0.0,1.0,0.0,Fox News,"On @foxandfriends, @GovMikeHuckabee defended the men and women of @ICEgov after they were compared to Islamic State… https://t.co/ZNZlYZCduR"
364,-0.3536,Sat Jul 21 17:35:00 +0000 2018,0.205,0.696,0.098,Fox News,".@kayleighmcenany: ""It is a crime to cross the border illegally. The left doesn't want to prosecute people who cros… https://t.co/EZRbWVOWq5"
365,0.3612,Sat Jul 21 17:32:10 +0000 2018,0.0,0.8,0.2,Fox News,John Schneider asks court to restore jail sentence for unpaid alimony after being released early https://t.co/U8LXRvgW4N
366,0.0516,Sat Jul 21 17:24:00 +0000 2018,0.119,0.752,0.128,Fox News,"Lou Holtz: ""Let's look at what you've accomplished by kneeling down during the national anthem: You're hurting the… https://t.co/c6PTTymuCg"
367,0.34,Sat Jul 21 17:09:00 +0000 2018,0.0,0.862,0.138,Fox News,"On ""Cavuto Live,"" @RepMcCaul said that President @realDonaldTrump should get assurance from Russian President Putin… https://t.co/EiIZ8cVelm"
368,-0.2062,Sat Jul 21 17:03:13 +0000 2018,0.203,0.675,0.122,Fox News,".@AlanDersh: ""The special counsel is not interested either in Podesta or in Manafort. They're interested in @POTUS."" https://t.co/2SpPu7wF22"
369,0.0,Sat Jul 21 16:52:51 +0000 2018,0.0,1.0,0.0,Fox News,"Mallory Cunningham, left, Santino Tomasetti, center, and Aubrey Reece attend a candlelight vigil in the parking lot… https://t.co/lCiUz2ip3O"
370,0.0,Sat Jul 21 16:48:00 +0000 2018,0.0,1.0,0.0,Fox News,Salmonella outbreak linked to turkey products. https://t.co/mbLArdphDU https://t.co/lVB54A4HKO
371,0.0,Sat Jul 21 16:46:12 +0000 2018,0.0,1.0,0.0,Fox News,Happening Now: @VP speaks at Lee University. https://t.co/gyZUeOFQq9
372,0.0,Sat Jul 21 16:34:00 +0000 2018,0.0,1.0,0.0,Fox News,".@Ocasio2018: ""We have to get money out of politics. We have to have Medicare for all."" https://t.co/ExVs7nY7CD"
373,-0.34,Sat Jul 21 16:32:28 +0000 2018,0.211,0.789,0.0,Fox News,North Carolina toddler’s belly flop goes viral - via @JaninePuhak https://t.co/SMV09UmzIm
374,-0.5106,Sat Jul 21 16:19:00 +0000 2018,0.201,0.726,0.073,Fox News,".@kayleighmcenany: ""@NancyPelosi, @chuckschumer, the left want to see illegal immigrants enfranchised across the co… https://t.co/yD5Vz6WOnf"
375,-0.802,Sat Jul 21 16:17:40 +0000 2018,0.474,0.526,0.0,Fox News,"BREAKING NEWS: Dallas police officer killed in motorcycle crash
https://t.co/wuh7aKEmgu"
376,0.0,Sat Jul 21 16:08:56 +0000 2018,0.0,1.0,0.0,Fox News,.@JoeBiden: “This administration’s policies that literally rip babies from the arms of their mothers and fathers -… https://t.co/9RYOViKq1k
377,-0.3182,Sat Jul 21 16:04:12 +0000 2018,0.187,0.813,0.0,Fox News,"Duck boat victims include 9 from one family, ship's driver, tourists https://t.co/a5GRYHYqIT"
378,0.4939,Sat Jul 21 15:55:00 +0000 2018,0.0,0.849,0.151,Fox News,".@BernieSanders: ""We say to Trump, 'instead of showing us your strength by tearing children from their families, wh… https://t.co/rws9TSlfuV"
379,-0.4404,Sat Jul 21 15:52:52 +0000 2018,0.139,0.861,0.0,Fox News,".@RepCicilline on Trump/Putin meeting: ""I think there's a lot of reason to worry about what happened in that meetin… https://t.co/tetALChLL1"
380,0.34,Sat Jul 21 11:21:02 +0000 2018,0.0,0.893,0.107,The New York Times,RT @EricSchmittNYT: There’s Trump’s view of Russia. And then there’s the view of everyone else on his national security team  https://t.co/…
381,0.0772,Sat Jul 21 11:02:04 +0000 2018,0.0,0.86,0.14,The New York Times,Lots of people want the “Trump Baby” balloon https://t.co/eZWTJaOKPK
382,-0.743,Sat Jul 21 10:32:05 +0000 2018,0.31,0.69,0.0,The New York Times,RT @TimHerrera: Ever wanted to get revenge on someone who wronged you? Try this instead https://t.co/bZQCNyVTJE
383,-0.3612,Sat Jul 21 10:11:45 +0000 2018,0.556,0.444,0.0,The New York Times,Suspicious Minds https://t.co/hMrNlZXpOq
384,0.0,Sat Jul 21 10:07:32 +0000 2018,0.0,1.0,0.0,The New York Times,Brittany Lincicome is one of only a few women ever to compete in a PGA tour event. But that might not be as notable… https://t.co/f5qQd8D6QL
385,-0.34,Sat Jul 21 09:49:36 +0000 2018,0.286,0.714,0.0,The New York Times,"Jerk, Authentically Jamaican and Unapologetically Hot https://t.co/ZIEsG38fr7"
386,0.3818,Sat Jul 21 09:46:38 +0000 2018,0.0,0.809,0.191,The New York Times,Trilobites: The Stuff That Helps Leeches Get Their Fill of Blood https://t.co/Zn71RmbNfJ
387,0.5267,Sat Jul 21 09:32:02 +0000 2018,0.0,0.82,0.18,The New York Times,RT @nytimestravel: Low-cost carriers are helping drive competition. But the prospect of rising oil prices may soon have an impact on fares.…
388,0.3818,Sat Jul 21 09:09:15 +0000 2018,0.0,0.755,0.245,The New York Times,It helps that Jell-O is such a potent metaphor https://t.co/OEu3eX6URf
389,0.4939,Sat Jul 21 08:50:58 +0000 2018,0.0,0.741,0.259,The New York Times,Here are 5 recipes for busy people who still want something good to eat https://t.co/Zbz9zjcbae
390,0.4215,Sat Jul 21 08:32:02 +0000 2018,0.0,0.882,0.118,The New York Times,"RT @nytopinion: Fifty years ago, Andrei Sakharov wrote a manifesto insisting that those of us lucky enough to live in open societies should…"
391,0.0,Sat Jul 21 08:05:58 +0000 2018,0.0,1.0,0.0,The New York Times,Researchers found bones belonging to gray and North Atlantic right whales in the Mediterranean that date back to an… https://t.co/KDYLC3Lkfh
392,0.0,Sat Jul 21 07:47:54 +0000 2018,0.0,1.0,0.0,The New York Times,A company in New Zealand that let its employees work 4 days a week while being paid for 5 says the experiment was s… https://t.co/utVFcFtgYQ
393,0.2023,Sat Jul 21 07:30:03 +0000 2018,0.0,0.921,0.079,The New York Times,What does the European Union's $5.1 billion fine against Google mean for you if you own an Android phone? Here’s a… https://t.co/YHDUSNpJWs
394,-0.5106,Sat Jul 21 07:12:41 +0000 2018,0.202,0.798,0.0,The New York Times,Saturday Profile: Rapper Translates U.K.’s Angry Underprivileged for the Middle and Upper Classes https://t.co/QbfoVTbLy0
395,0.0,Sat Jul 21 07:09:07 +0000 2018,0.0,1.0,0.0,The New York Times,"‘S-Town's"" treatment of its main character was riveting. But was it unlawful? https://t.co/2G2Qk6JhpX https://t.co/HFyK4JGhTT"
396,-0.7506,Sat Jul 21 06:50:54 +0000 2018,0.286,0.714,0.0,The New York Times,"President Trump breaks out the ""enemy of the people"" phrase during moments of peak criticism. Here's a list. https://t.co/15mFxF4xUL"
397,-0.6124,Sat Jul 21 06:32:01 +0000 2018,0.208,0.792,0.0,The New York Times,"RT @nytimesworld: After weeks of simmering tensions, Israel and Hamas edged toward broader conflict on Friday as the Israel military retali…"
398,0.3612,Sat Jul 21 06:06:04 +0000 2018,0.0,0.815,0.185,The New York Times,"Scientists urge sending thank you notes (to everyone, not just them) https://t.co/KHTl670DNT"
399,0.0,Sat Jul 21 05:48:27 +0000 2018,0.0,1.0,0.0,The New York Times,Think you could figure out what breeds make up these dogs? It's actually way harder than it seems. https://t.co/zc7Mcri3YK
400,0.0,Fri Jul 20 15:14:59 +0000 2018,0.0,1.0,0.0,BBC News (UK),Michel Barnier questions Theresa May's Brexit White Paper https://t.co/GqfAjCZIyI
401,0.0,Fri Jul 20 15:14:11 +0000 2018,0.0,1.0,0.0,BBC News (UK),"RT @BBC_HaveYourSay: What's the sign for coffee? ☕️ 

Starbucks set to open its first US sign language coffee shop 

https://t.co/rBAMH1kXoS"
402,0.8496,Fri Jul 20 15:12:44 +0000 2018,0.0,0.493,0.507,BBC News (UK),"Who's a good boy?
Who's a good boy?
Who's a good boy?
Who's a good....
https://t.co/4ypXNz3ux3"
403,-0.2263,Fri Jul 20 15:12:08 +0000 2018,0.245,0.576,0.18,BBC News (UK),Last survivor: The story of the 'world's loneliest man' https://t.co/x205lvx8YB
404,0.0,Fri Jul 20 15:08:02 +0000 2018,0.0,1.0,0.0,BBC News (UK),"RT @BBCScotlandNews: Dentist tells of her 13,000 mile commute to fix teeth of islanders in the South Atlantic https://t.co/0sHYTi21X5 https…"
405,-0.3818,Fri Jul 20 15:07:18 +0000 2018,0.224,0.776,0.0,BBC News (UK),Arctic wild goose chase threatens chicks as temperatures rise https://t.co/pjn3MWSrIj
406,0.0,Fri Jul 20 15:03:19 +0000 2018,0.0,1.0,0.0,BBC News (UK),Trump 'ready' to tax all Chinese imports https://t.co/5Rtw7OQpEY
407,-0.0258,Fri Jul 20 14:58:07 +0000 2018,0.055,0.945,0.0,BBC News (UK),"RT @BBCBreaking: Two 15-year-old boys, who planned a Columbine-style shooting at a North Yorkshire school, sentenced to 12 years and 10 yea…"
408,0.0,Fri Jul 20 14:05:50 +0000 2018,0.0,1.0,0.0,BBC News (UK),Holidaymakers hit as pound falls https://t.co/PoLkQ9nNEZ
409,0.4404,Fri Jul 20 13:15:46 +0000 2018,0.0,0.756,0.244,BBC News (UK),"Obituary: Adrian Cronauer - the real Good Morning, Vietnam DJ https://t.co/hA09TO54qc"
410,0.2235,Fri Jul 20 13:09:16 +0000 2018,0.0,0.9,0.1,BBC News (UK),"For Ireland &amp; Northern Ireland ""I'm working for a deal, not for a no deal"" - chief EU #Brexit negotiator… https://t.co/uurt6z3UCi"
411,-0.1779,Fri Jul 20 13:08:14 +0000 2018,0.16,0.756,0.084,BBC News (UK),"""We have to be prepared for all scenarios, including no deal""

EU's chief negotiator @MichelBarnier warns time is s… https://t.co/HP4ChrMVTr"
412,0.0,Fri Jul 20 12:58:58 +0000 2018,0.0,1.0,0.0,BBC News (UK),"""We are not asking for a border between Northern Ireland and the rest of the UK""

Chief negotiator @MichelBarnier s… https://t.co/h4UfsPjzdR"
413,0.4939,Fri Jul 20 12:57:38 +0000 2018,0.0,0.849,0.151,BBC News (UK),"""There are 13 weeks left"" to negotiate #Brexit agreement - we've all seen there's an ""intense"" debate continuing in… https://t.co/JSVRTfC1wV"
414,0.0,Fri Jul 20 12:46:10 +0000 2018,0.0,1.0,0.0,BBC News (UK),"RT @ChrisMasonBBC: Barnier: ""there are 13 weeks left."""
415,0.0,Fri Jul 20 12:46:06 +0000 2018,0.0,1.0,0.0,BBC News (UK),"RT @ChrisMasonBBC: Barnier: ""we have seen that the debate in the UK is not over yet."""
416,0.0,Fri Jul 20 12:39:23 +0000 2018,0.0,1.0,0.0,BBC News (UK),UK heatwave shuts part of Leeds &amp; Liverpool canal https://t.co/2NTSSBmJSZ
417,0.0,Fri Jul 20 12:30:29 +0000 2018,0.0,1.0,0.0,BBC News (UK),"From Bob Marley to... Bob the Builder #Now100

https://t.co/CcpABAO1hb"
418,0.0,Fri Jul 20 12:17:14 +0000 2018,0.0,1.0,0.0,BBC News (UK),The butterflies spotted in your back garden and beyond https://t.co/s0xSh7jzxw
419,0.0,Fri Jul 20 12:14:39 +0000 2018,0.0,1.0,0.0,BBC News (UK),Baby in Birmingham car-jacking ordeal reunited with mum https://t.co/eju6DAeCnJ
420,0.4767,Mon Jun 11 06:04:41 +0000 2018,0.0,0.78,0.22,CBS,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej
421,0.8478,Mon Jun 11 03:10:33 +0000 2018,0.0,0.594,0.406,CBS,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH
422,0.92,Mon Jun 11 03:02:06 +0000 2018,0.0,0.537,0.463,CBS,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH
423,0.4404,Mon Jun 11 02:58:30 +0000 2018,0.088,0.737,0.175,CBS,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…"
424,0.4404,Mon Jun 11 02:56:40 +0000 2018,0.0,0.847,0.153,CBS,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩
425,0.836,Mon Jun 11 02:56:10 +0000 2018,0.0,0.533,0.467,CBS,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5
426,0.0,Mon Jun 11 02:53:00 +0000 2018,0.0,1.0,0.0,CBS,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn
427,0.6369,Mon Jun 11 02:47:29 +0000 2018,0.0,0.682,0.318,CBS,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.
428,0.7978,Mon Jun 11 02:44:50 +0000 2018,0.0,0.457,0.543,CBS,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq
429,0.9523,Mon Jun 11 02:44:37 +0000 2018,0.0,0.484,0.516,CBS,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh
430,0.5994,Mon Jun 11 02:33:09 +0000 2018,0.0,0.698,0.302,CBS,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf
431,0.4215,Mon Jun 11 02:29:18 +0000 2018,0.0,0.877,0.123,CBS,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv"
432,0.8932,Mon Jun 11 02:23:56 +0000 2018,0.0,0.483,0.517,CBS,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a
433,0.0,Mon Jun 11 02:21:03 +0000 2018,0.0,1.0,0.0,CBS,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards"
434,0.0,Mon Jun 11 02:16:06 +0000 2018,0.0,1.0,0.0,CBS,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ
435,0.8908,Mon Jun 11 02:11:03 +0000 2018,0.0,0.509,0.491,CBS,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN
436,0.0,Mon Jun 11 02:05:47 +0000 2018,0.0,1.0,0.0,CBS,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv
437,0.4926,Mon Jun 11 02:03:31 +0000 2018,0.0,0.738,0.262,CBS,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8
438,0.5093,Mon Jun 11 01:58:48 +0000 2018,0.0,0.477,0.523,CBS,@writerlindsayb You're welcome! #TonyAwards
439,0.7579,Mon Jun 11 01:53:17 +0000 2018,0.0,0.519,0.481,CBS,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards
440,0.0,Sat Jul 21 02:59:05 +0000 2018,0.0,1.0,0.0,CNN,Did Russian President Vladimir Putin use his power to elect Donald Trump? @FareedZakaria explores this question ton… https://t.co/9cLAO71aUL
441,0.6235,Sat Jul 21 02:44:13 +0000 2018,0.051,0.67,0.279,CNN,".@ConanOBrien, we’re happy you’re so excited about Sketch Comedy! Sorry about your wife. But hey, you still have… https://t.co/lkVcIlQkhF"
442,-0.296,Sat Jul 21 02:31:06 +0000 2018,0.121,0.879,0.0,CNN,"At the Republican National Committee's summer meeting in Austin, no one is sweating the Trump-Putin summit… https://t.co/FbTVrAj1Cq"
443,0.3818,Sat Jul 21 02:24:23 +0000 2018,0.096,0.739,0.165,CNN,The attorney for the 29-year-old Russian woman accused of trying to win influence in American political circles as… https://t.co/J6Qp9svTds
444,-0.296,Sat Jul 21 02:22:36 +0000 2018,0.091,0.909,0.0,CNN,"RT @AC360: The counsel for the accused Russian spy says the government’s case against his client is “overblown,” citing her alleged use of…"
445,0.0,Sat Jul 21 02:21:08 +0000 2018,0.0,1.0,0.0,CNN,Did Russian President Vladimir Putin use his power to elect Donald Trump? @FareedZakaria explores this question ton… https://t.co/cXeTHqiXsB
446,0.0129,Sat Jul 21 02:20:38 +0000 2018,0.0,0.958,0.042,CNN,"RT @CuomoPrimeTime: ""The (Cohen) tapes matter, but not as much as what is happening with Russia and I don't think the timing of the tapes i…"
447,0.0,Sat Jul 21 02:16:06 +0000 2018,0.0,1.0,0.0,CNN,"The current look of Air Force One dates back to 1962, the result of collaboration between JFK and Raymond Loewy, on… https://t.co/MsOx9c4GWP"
448,0.0,Sat Jul 21 02:14:01 +0000 2018,0.0,1.0,0.0,CNN,"RT @CuomoPrimeTime: ""You don't release evidence piecemeal, that's what the Trump people did do early on before they got their act together.…"
449,0.0,Sat Jul 21 02:13:42 +0000 2018,0.0,1.0,0.0,CNN,RT @CuomoPrimeTime: Did Russian President Vladimir Putin use his power to elect Donald Trump? @FareedZakaria explores this question tonight…
450,0.296,Sat Jul 21 02:02:02 +0000 2018,0.0,0.885,0.115,CNN,Join CNN’s @brianstelter for a look at how the Trump presidency is changing scripted TV. #TrumpShow airs now.… https://t.co/KW5KHLkYVp
451,-0.5574,Sat Jul 21 02:01:08 +0000 2018,0.205,0.795,0.0,CNN,"Trump, Musk and the art of the non-apology | By Rob Crilly via @CNNOpinion https://t.co/KUctU4XqAo https://t.co/43LZAOYzKI"
452,0.7096,Sat Jul 21 01:53:00 +0000 2018,0.0,0.753,0.247,CNN,"RT @AC360: Speaking with @andersoncooper, Trump friend Roger Stone assailed Special Counsel Mueller for seeking to question the so-called ""…"
453,0.4019,Sat Jul 21 01:52:49 +0000 2018,0.0,0.881,0.119,CNN,"Tonight at 10p ET, tweet your questions to @brianstelter as you watch #TrumpShow, his special report at how the Tru… https://t.co/Zin4iECquk"
454,0.0,Sat Jul 21 01:50:08 +0000 2018,0.0,1.0,0.0,CNN,"Hyperloop, the superfast 'vacuum train,' is coming to China https://t.co/Dc5pbnC7pP https://t.co/1NJ8tToq28"
455,0.5106,Sat Jul 21 01:41:00 +0000 2018,0.0,0.887,0.113,CNN,"RT @OutFrontCNN: ""I think what we expect as Americans ... is that President Trump needed to stand strong, and in this he did not, and of co…"
456,0.0,Sat Jul 21 01:40:34 +0000 2018,0.0,1.0,0.0,CNN,"RT @CuomoPrimeTime: CNN's @ChrisCuomo on Cohen tapes: ""These tapes, I know that they are so salacious and that's why the media is all over…"
457,-0.9001,Sat Jul 21 01:40:06 +0000 2018,0.524,0.476,0.0,CNN,Duck boat disaster: Tragedy strikes a country playground | By James Kindall via @CNNOpinion https://t.co/1llsDXY7sE
458,0.0,Sat Jul 21 01:40:00 +0000 2018,0.0,1.0,0.0,CNN,Watch this massive cargo plane pull off a loop-the-loop https://t.co/ySjuGSSEDq https://t.co/nxL2rkXLQL
459,-0.765,Sat Jul 21 01:30:05 +0000 2018,0.268,0.732,0.0,CNN,The man accused of hitting and killing NFL linebacker Edwin Jackson and his ride-share driver with a car in Februar… https://t.co/73IXmjVWDU
460,0.34,Sat Jul 21 15:40:10 +0000 2018,0.0,0.844,0.156,Fox News,"On ""Cavuto Live,"" former ICE Director Thomas Homan discussed border security policy. https://t.co/sW0LdsyGAj https://t.co/V44u0mvlVK"
461,-0.8316,Sat Jul 21 15:28:19 +0000 2018,0.379,0.561,0.061,Fox News,Ohio death row inmate's sentence commuted by Kasich after extent of childhood abuse revealed https://t.co/7Lr7dvyckx
